Institute,Academic Program Name,Quota,Seat Type,Gender,Opening_R1,Closing_R1
"Dr H N National College Of Engineering-Jayanagar, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,104887,104887
"Dr H N National College Of Engineering-Jayanagar, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,105378,105378
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Aeronautical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107317,107317
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Aeronautical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,77003,77003
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,84409,84409
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,58887,58887
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,65128,65128
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Computer Science & Business Systems (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,92155,92155
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Computer Science & Business Systems (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,93900,93900
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,82800,82800
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,74549,74549
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110247,110247
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,79646,79646
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,33879,33879
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,89166,89166
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,84729,84729
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,60654,60654
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,56222,56222
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,64294,64294
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Electronics and Comm- unication Engineering (VLSI Design & Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,40936,40936
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Electronics and Comm- unication Engineering (VLSI Design & Technology) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,90825,90825
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Electronics and Communica- tion Engineering ( VLSI Design & Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,82112,82112
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Electronics and Communica- tion Engineering (V LSI Design & Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,70725,70725
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109945,109945
"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,102626,102626
"Dr.Shri Shri Shivakumara Mahaswamy College of Engineering-Nelamangala, Bengaluru Rural","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,66222,66222
"East Point College of Engineering and Technology- Avalahalli, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,98557,98557
"East Point College of Engineering and Technology- Avalahalli, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,100510,100510
"East Point College of Engineering and Technology- Avalahalli, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,94289,94289
"East Point College of Engineering and Technology- Avalahalli, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,47791,47791
"East Point College of Engineering and Technology- Avalahalli, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,65871,65871
"East Point College of Engineering and Technology- Avalahalli, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,77102,77102
"East Point College of Engineering and Technology- Avalahalli, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,80804,80804
"East Point College of Engineering and Technology- Avalahalli, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,87738,87738
"East Point College of Engineering and Technology-Avalahalli, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,87819,87819
"East Point College of Engineering and Technology-Avalahalli, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110249,110249
"East Point College of Engineering and Technology-Avalahalli, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,104956,104956
"East Point College of Engineering and Technology-Avalahalli, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110484,110484
"East Point College of Engineering and Technology-Avalahalli, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,75355,75355
"East Point College of Engineering and Technology-Avalahalli, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,74935,74935
"East Point College of Engineering and Technology-Avalahalli, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,74935,74935
"East Point College of Engineering and Technology-Avalahalli, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108885,108885
"East Point College of Engineering and Technology-Avalahalli, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,84027,84027
"East West College of Engineering-Yelahanka, Bengaluru","Aeronautical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106695,106695
"East West College of Engineering-Yelahanka, Bengaluru","Agriculture Engineering Course (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,93611,93611
"East West College of Engineering-Yelahanka, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,81265,81265
"East West College of Engineering-Yelahanka, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106946,106946
"East West College of Engineering-Yelahanka, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106946,106946
"East West Institute of Technology-BEL Layout, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,95595,95595
"East West Institute of Technology-BEL Layout, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,65407,65407
"East West Institute of Technology-BEL Layout, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108498,108498
"East West Institute of Technology-BEL Layout, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110360,110360
"East West Institute of Technology-BEL Layout, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110697,110697
"East West Institute of Technology-BEL Layout, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,91622,91622
"East West Institute of Technology-BEL Layout, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,94434,94434
"East West Institute of Technology-BEL Layout, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,50857,50857
"East West Institute of Technology-BEL Layout, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109696,109696
"East West Institute of Technology-BEL Layout, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,93759,93759
"East West Institute of Technology-BEL Layout, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,69091,69091
"East West Institute of Technology-BEL Layout, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,68031,68031
"East West Institute of Technology-BEL Layout, Bengaluru","Electronics & Computer Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,71964,71964
"East West Institute of Technology-BEL Layout, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110647,110647
"East West Institute of Technology-BEL Layout, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,104180,104180
"G Madegowda Institute of Technology-Maddur, Mandya District","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,91504,91504
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Civil Engineering with Computer Application (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,92790,92790
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Computer Science & Business Systems (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,53185,53185
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,32484,32484
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,58837,58837
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,38125,38125
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,71243,71243
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,56380,56380
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Computer Science & Engineering (Cyber Security) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,81199,81199
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,53533,53533
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,107333,107333
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Electrical & Computer Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,99933,99933
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Electrical & Computer Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,107980,107980
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,18609,18609
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,99036,99036
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,75265,75265
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,37265,37265
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,7527,7527
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Electronics Engineering (VLSI Design & Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,81522,81522
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107616,107616
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Robotics & Artificial Intelligence (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,86220,86220
"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru","Robotics & Artificial Intelligence (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,66293,66293
"GM Institute of Technology-P B Road, Davangere","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109969,109969
"GM Institute of Technology-P B Road, Davangere","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110850,110850
"GM Institute of Technology-P B Road, Davangere","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108985,108985
"GM Institute of Technology-P B Road, Davangere","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,78191,78191
"GSSS Institute of Engineering and Technology for Women- Metagalli, Mysuru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,85755,85755
"GSSS Institute of Engineering and Technology for Women- Metagalli, Mysuru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,35762,35762
"GSSS Institute of Engineering and Technology for Women- Metagalli, Mysuru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,76492,76492
"GSSS Institute of Engineering and Technology for Women- Metagalli, Mysuru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,66182,66182
"GSSS Institute of Engineering and Technology for Women- Metagalli, Mysuru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,99684,99684
"GSSS Institute of Engineering and Technology for Women- Metagalli, Mysuru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,69773,69773
"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,74720,74720
