"SNo","Section","Name_Description","Code","Category","ExamType","Round","Date","URL_Link","Status","Year"
"3715","Cutoff Rank","K L E Institute of Technology-Gokul, Hubbali | Electronics & Communication Engineering","E072-EC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 88095","2025"
"3716","Cutoff Rank","KLS Gogte Institute of Technology-Udyambag, Belagavi | Electronics & Communication Engineering","E073-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 93986","2025"
"3717","Cutoff Rank","KLS Gogte Institute of Technology-Udyambag, Belagavi | Electrical & Electronics Engineering","E073-EE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 73191","2025"
"3718","Cutoff Rank","KLS Gogte Institute of Technology-Udyambag, Belagavi | Electronics & Communication Engineering","E073-EC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 95557","2025"
"3719","Cutoff Rank","KLS Vishwanathrao Deshpande Institute of Technology- Dandeli Road, Haliyal | Electronics & Communication Engineering","E074-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 94759","2025"
"3720","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Civil Engineering","E077-CV","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 81716","2025"
"3721","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Computer Science & Engineering (Cyber Security)","E077-CY","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 2990","2025"
"3722","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Electronics & Communication Engineering","E077-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 5798","2025"
"3723","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Electrical & Electronics Engineering","E077-EE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 9593","2025"
"3724","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Civil Engineering","E077-CV","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 89944","2025"
"3725","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Computer Science & Engineering (Cyber Security)","E077-CY","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 12778","2025"
"3726","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Electronics & Communication Engineering","E077-EC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 10929","2025"
"3727","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Electrical & Electronics Engineering","E077-EE","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 26576","2025"
"3728","Cutoff Rank","Maharaja Institute of Technology-Belawadi, Mandya | Electronics & Communication Engineering","E078-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 99974","2025"
"3729","Cutoff Rank","Mangalore Institute of Technology and Engineering- Moodbidri, Mangaluru | Electronics & Communication Engineering","E080-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 23425","2025"
"3730","Cutoff Rank","Maharaja Institute of Technology-Thandavapura, Mysuru | Electronics & Communication Engineering","E082-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 89849","2025"
"3731","Cutoff Rank","Nagarjuna College of Engineering And Technology- Devanahalli, Bengaluru | Electronics & Communication Engineering","E084-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 77211","2025"
"3732","Cutoff Rank","Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru | Civil Engineering","E086-CV","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 93852","2025"
"3733","Cutoff Rank","Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru | Electronics & Communication Engineering","E086-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 39097","2025"
"3734","Cutoff Rank","Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru | Electrical & Electronics Engineering","E086-EE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 64782","2025"
"3735","Cutoff Rank","Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru | Electronics & Communication Engineering","E086-EC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 64435","2025"
"3736","Cutoff Rank","P.E.S.College of Engineering-PES College Road, Mandya | Electronics & Communication Engineering","E089-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 38987","2025"
"3737","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Civil Engineering","E095-CV","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 37093","2025"
"3738","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Computer Science & Engineering (Cyber Security)","E095-CY","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 862","2025"
"3739","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Electronics & Communication Engineering","E095-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 1636","2025"
"3740","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Electrical & Electronics Engineering","E095-EE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 4848","2025"
"3741","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Civil Engineering","E095-CV","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 62399","2025"
"3742","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Computer Science & Engineering (Cyber Security)","E095-CY","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 2834","2025"
"3743","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Electronics & Communication Engineering","E095-EC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 5164","2025"
"3744","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Electrical & Electronics Engineering","E095-EE","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 18394","2025"
"3745","Cutoff Rank","RNS Institute of Technology-R R Nagar Post, Bengaluru | Computer Science & Engineering (Cyber Security)","E104-CY","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 49216","2025"
"3746","Cutoff Rank","RNS Institute of Technology-R R Nagar Post, Bengaluru | Electronics & Communication Engineering","E104-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 90378","2025"
"3747","Cutoff Rank","RNS Institute of Technology-R R Nagar Post, Bengaluru | Computer Science & Engineering (Cyber Security)","E104-CY","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 46381","2025"
"3748","Cutoff Rank","RNS Institute of Technology-R R Nagar Post, Bengaluru | Electronics & Communication Engineering","E104-EC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 65463","2025"
"3749","Cutoff Rank","SJB Institute of Technology-Kengeri, Bengaluru | Electronics & Communication Engineering","E107-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 56636","2025"
"3750","Cutoff Rank","SSETs S.G. Balekundri Institute of Technology-Shivabasva Nagar, Belagavi | Electronics & Communication Engineering","E110-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 77011","2025"
"3751","Cutoff Rank","Sahyadri College of Engineering and Management-Adyar, Mangaluru | Electronics & Communication Engineering","E112-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 66779","2025"
"3752","Cutoff Rank","Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru | Electronics & Communication Engineering","E113-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 73867","2025"
"3753","Cutoff Rank","SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad | Civil Engineering","E117-CV","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 41241","2025"
"3754","Cutoff Rank","SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad | Electronics & Communication Engineering","E117-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 95570","2025"
"3755","Cutoff Rank","SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad | Electrical & Electronics Engineering","E117-EE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 85432","2025"
"3756","Cutoff Rank","SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad | Electronics & Communication Engineering","E117-EC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 93641","2025"
"3757","Cutoff Rank","SDM College of Engineering and Technology, Tulu Minority- Kalaghatagi, Dharwad | Electrical & Electronics Engineering","E117-EE","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 90393","2025"
"3758","Cutoff Rank","Siddaganga Institute of Technology-B H Road, Tumakuru | Electronics & Communication Engineering","E125-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 49202","2025"
"3759","Cutoff Rank","Siddaganga Institute of Technology-B H Road, Tumakuru | Electrical & Electronics Engineering","E125-EE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 54573","2025"
"3760","Cutoff Rank","Siddaganga Institute of Technology-B H Road, Tumakuru | Electronics & Instrumentation Engineering (Inst. Technology)","E125-EIE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 82084","2025"
"3761","Cutoff Rank","Siddaganga Institute of Technology-B H Road, Tumakuru | Electronics & Communication Engineering","E125-EC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 39408","2025"
"3762","Cutoff Rank","Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru | Electronics & Communication Engineering","E126-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 69137","2025"
"3763","Cutoff Rank","Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru | Electrical & Electronics Engineering","E126-EE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 58747","2025"
"3764","Cutoff Rank","Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru | Electronics & Communication Engineering","E126-EC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 89012","2025"
"3765","Cutoff Rank","Smt. Kamala and Sri Venkappa M. Agadi College of Engineering and Technology-Laxmeswar, Gadag | Electronics & Communication Engineering","E128-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 92571","2025"
"3766","Cutoff Rank","Sri Venkateshwara College of Engineering-KIAL Road, Bengaluru | Computer Science & Engineering (Cyber Security)","E137-CY","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 62764","2025"
"3767","Cutoff Rank","Sri Venkateshwara College of Engineering-KIAL Road, Bengaluru | Electronics & Communication Engineering","E137-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 57892","2025"
"3768","Cutoff Rank","T. John Institute of Technology-Bannerghatta Road, Bengaluru | Data Science","E141-DS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 80124","2025"
"3769","Cutoff Rank","The National Institute of Engineering South Campus- Mananthavady Road, Mysuru | Civil Engineering","E142-CV","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 59393","2025"
"3770","Cutoff Rank","The National Institute of Engineering South Campus- Mananthavady Road, Mysuru | Electronics & Communication Engineering","E142-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 29308","2025"
"3771","Cutoff Rank","The National Institute of Engineering South Campus- Mananthavady Road, Mysuru | Electrical & Electronics Engineering","E142-EE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 57819","2025"
"3772","Cutoff Rank","The National Institute of Engineering South Campus- Mananthavady Road, Mysuru | Electronics & Communication Engineering","E142-EC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 32111","2025"
"3773","Cutoff Rank","The National Institute of Engineering South Campus- Mananthavady Road, Mysuru | Electrical & Electronics Engineering","E142-EE","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 87272","2025"
"3774","Cutoff Rank","Vidyavardhaka College of Engineering-Gokulam, Mysuru | Electronics & Communication Engineering","E147-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 77756","2025"
"3775","Cutoff Rank","Vidyavardhaka College of Engineering-Gokulam, Mysuru | Electrical & Electronics Engineering","E147-EE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 89391","2025"
"3776","Cutoff Rank","ATME College of Engineering-Bannur Road, Mysuru | Computer Science & Engineering (Cyber Security)","E152-CY","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 89303","2025"
"3777","Cutoff Rank","Cambridge Institute of Technology North Campus-Kundana, Bengaluru | Computer Science & Engineering (Cyber Security)","E161-CY","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 45436","2025"
"3778","Cutoff Rank","Reva University-Yelahanka, Bengaluru | Civil Engineering","E164-CV","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 30418","2025"
"3779","Cutoff Rank","Reva University-Yelahanka, Bengaluru | Electronics & Communication Engineering","E164-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 54133","2025"
"3780","Cutoff Rank","Reva University-Yelahanka, Bengaluru | Electrical & Electronics Engineering","E164-EE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 55925","2025"
"3781","Cutoff Rank","Reva University-Yelahanka, Bengaluru | Electronics & Communication Engineering","E164-EC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 52598","2025"
"3782","Cutoff Rank","Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru | Computer Science & Engineering (Cyber Security)","E165-CY","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 38367","2025"
"3783","Cutoff Rank","Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru | Electronics & Communication Engineering","E165-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 28364","2025"
"3784","Cutoff Rank","Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru | Electrical & Electronics Engineering","E165-EE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 98617","2025"
"3785","Cutoff Rank","GITAM Deemed to be University-Dodaballapur taluk, Bengaluru | Electronics & Communication Engineering","E171-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 7527","2025"
"3786","Cutoff Rank","Presidency University-Yelahanka, Bengaluru | Computer Science & Technology (Devops)","E173-CSD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 33315","2025"
"3787","Cutoff Rank","Presidency University-Yelahanka, Bengaluru | Civil Engineering","E173-CV","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 71470","2025"
"3788","Cutoff Rank","Presidency University-Yelahanka, Bengaluru | Electrical & Electronics Engineering","E173-EE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 98399","2025"
"3789","Cutoff Rank","CMR University-Bagalur-Chagalatti, Bengaluru | Computer Science & Technology","E187-CST","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 56197","2025"
"3790","Cutoff Rank","CMR University-Bagalur-Chagalatti, Bengaluru | Electronics & Communication Engineering","E187-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 80981","2025"
"3791","Cutoff Rank","CMR University-Bagalur-Chagalatti, Bengaluru | Computer Science & Technology","E187-CST","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 83443","2025"
"3792","Cutoff Rank","CMR University-Bagalur-Chagalatti, Bengaluru | Electronics & Communication Engineering","E187-EC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 54946","2025"
"3793","Cutoff Rank","Jain College of Engineering and Technology-Unkal, Hubballi | Electronics & Communication Engineering","E194-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 55433","2025"
"3794","Cutoff Rank","M.S. Ramaiah University of Applied Sciences-MSR Nagar, Bengaluru | Civil Engineering","E197-CV","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 69907","2025"
"3795","Cutoff Rank","R V Institute of Technology and Management-J P Nagar, Bengaluru | Electronics & Communication Engineering","E198-EC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 22853","2025"
"3796","Cutoff Rank","R V Institute of Technology and Management-J P Nagar, Bengaluru | Electronics & Communication Engineering","E198-EC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 32764","2025"
"3797","Cutoff Rank","Acharya Institute of Technology-Soladevanahalli, Bengaluru | Information Science & Engineering","E001-IS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 61684","2025"
"3798","Cutoff Rank","Acharya Institute of Technology-Soladevanahalli, Bengaluru | Information Science & Engineering","E001-IS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 70849","2025"
"3799","Cutoff Rank","Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru | Information Science & Engineering","E006-IS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 66409","2025"
"3800","Cutoff Rank","AMC Engineering College-Bannerghatta Rd, Bengaluru | Information Science & Engineering","E007-IS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 75402","2025"
"3801","Cutoff Rank","APS College of Engineering-Kanakapura Road, Bengaluru | Information Science & Engineering","E011-IS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 69473","2025"
"3802","Cutoff Rank","Atria Institute of Technology-Hebbal, Bengaluru | Information Science & Engineering","E012-IS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 91245","2025"
"3803","Cutoff Rank","B.N.M. Institute of Technology-Banashankari, Bengaluru | Information Science & Engineering","E015-IS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 40347","2025"
"3804","Cutoff Rank","B.N.M. Institute of Technology-Banashankari, Bengaluru | Information Science & Engineering","E015-IS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 51705","2025"
"3805","Cutoff Rank","Bangalore Institute of Technology-V V Puram, Bengaluru | Electronics & Instrumentation Engineering","E019-EI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 98313","2025"
"3806","Cutoff Rank","Bangalore Institute of Technology-V V Puram, Bengaluru | Electronics & Telecommunicati on Engineering","E019-ET","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 87996","2025"
"3807","Cutoff Rank","Bangalore Institute of Technology-V V Puram, Bengaluru | Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology)","E019-IC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 17469","2025"
"3808","Cutoff Rank","Bangalore Institute of Technology-V V Puram, Bengaluru | Information Science & Engineering","E019-IS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 18608","2025"
"3809","Cutoff Rank","Bangalore Institute of Technology-V V Puram, Bengaluru | Electronics & Telecommunicati on Engineering","E019-ET","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 55888","2025"
"3810","Cutoff Rank","Bangalore Institute of Technology-V V Puram, Bengaluru | Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology)","E019-IC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 32750","2025"
"3811","Cutoff Rank","Bangalore Institute of Technology-V V Puram, Bengaluru | Information Science & Engineering","E019-IS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 30504","2025"
"3812","Cutoff Rank","Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere | Information Science & Engineering","E021-IS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 101492","2025"
"3813","Cutoff Rank","Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere | Information Science & Engineering","E021-IS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 74407","2025"
"3814","Cutoff Rank","Basaveshwar Engineering College-Vidya Nagar, Bagalkote | Information Science & Engineering","E024-IS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 91890","2025"
"3815","Cutoff Rank","BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura | Information Science & Engineering","E026-IS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 77074","2025"
"3816","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology)","E027-IC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 4024","2025"
"3817","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology)","E027-IC","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 10638","2025"
"3818","Cutoff Rank","C.M.R. Institute of Technology-Brookefield, Bengaluru | Information Science & Engineering","E032-IS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 53068","2025"
"3819","Cutoff Rank","C.M.R. Institute of Technology-Brookefield, Bengaluru | Information Science & Engineering","E032-IS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 61870","2025"
"3820","Cutoff Rank","Cambridge Institute of Technology-K R Puram, Bengaluru | Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology)","E033-IC","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 86935","2025"
